EmployeeNumber,EmployeeCount,Age,Gender,MaritalStatus,Over18,Department,JobRole,JobLevel,JobInvolvement,JobSatisfaction,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,NumCompaniesWorked,MonthlyIncome,MonthlyRate,HourlyRate,DailyRate,PercentSalaryHike,StockOptionLevel,OverTime,PerformanceRating,EnvironmentSatisfaction,WorkLifeBalance,RelationshipSatisfaction,Education,EducationField,TrainingTimesLastYear,DistanceFromHome,BusinessTravel,StandardHours,Attrition
1165,1,29,Female,Married,Y,Sales,Sales Executive,3,2,1,11,11,8,3,10,1,7336,11162,45,408,13,1,No,3,4,1,1,1,Life Sciences,3,23,Travel_Rarely,80,Yes
1166,1,40,Female,Single,Y,Research & Development,Research Director,3,3,3,20,18,7,2,13,9,13499,13782,88,593,17,0,No,3,2,2,3,4,Medical,3,9,Travel_Frequently,80,No
1167,1,42,Male,Single,Y,Sales,Sales Executive,4,3,1,22,21,9,13,14,0,13758,2447,44,481,12,0,Yes,3,3,2,2,3,Life Sciences,2,12,Travel_Frequently,80,Yes
1171,1,42,Male,Single,Y,Sales,Sales Executive,2,3,1,9,6,4,1,5,7,5155,2253,45,647,13,0,No,3,2,4,4,4,Marketing,3,4,Travel_Rarely,80,No
1172,1,35,Male,Married,Y,Research & Development,Laboratory Technician,1,2,3,10,8,0,1,7,6,2258,16340,58,982,12,1,No,3,4,3,2,4,Medical,2,1,Travel_Rarely,80,No
1173,1,24,Male,Single,Y,Research & Development,Laboratory Technician,1,3,2,6,4,3,1,2,8,3597,6409,49,477,22,0,No,4,4,3,4,3,Medical,2,24,Travel_Rarely,80,No
1175,1,28,Female,Married,Y,Research & Development,Laboratory Technician,1,3,4,1,1,1,0,0,1,2515,22955,79,1485,11,0,Yes,3,3,2,4,1,Life Sciences,4,12,Travel_Rarely,80,Yes
1177,1,26,Male,Married,Y,Research & Development,Laboratory Technician,1,4,4,8,8,7,0,7,1,4420,13421,82,1384,22,1,No,4,1,3,2,4,Medical,2,3,Travel_Rarely,80,No
1179,1,30,Male,Married,Y,Sales,Sales Executive,2,2,3,10,10,3,1,4,1,6578,2706,72,852,18,1,No,3,3,3,1,3,Marketing,3,10,Travel_Rarely,80,No
1180,1,40,Female,Married,Y,Research & Development,Research Scientist,2,2,4,16,1,1,0,0,3,4422,21203,92,902,13,1,Yes,3,3,1,4,2,Medical,3,26,Travel_Frequently,80,No
1182,1,35,Male,Divorced,Y,Research & Development,Manufacturing Director,3,2,2,15,7,7,6,4,2,10274,19588,44,819,18,1,No,3,3,4,2,3,Life Sciences,2,2,Travel_Rarely,80,No
1184,1,34,Male,Single,Y,Research & Development,Healthcare Representative,2,2,1,14,13,9,4,9,0,5343,25755,97,669,20,0,No,4,4,3,3,3,Medical,3,1,Travel_Frequently,80,No
1185,1,35,Male,Married,Y,Research & Development,Laboratory Technician,1,2,4,2,2,2,2,2,1,2376,26537,47,636,13,1,No,3,4,4,2,4,Other,2,4,Travel_Frequently,80,No
1188,1,43,Female,Single,Y,Sales,Sales Executive,2,1,3,7,4,3,1,3,8,5346,9489,85,1372,13,0,No,3,1,2,2,3,Marketing,2,9,Travel_Rarely,80,Yes
1190,1,32,Female,Divorced,Y,Sales,Sales Representative,1,3,1,1,1,0,0,0,1,2827,14947,76,862,12,3,No,3,3,3,3,1,Life Sciences,3,2,Non-Travel,80,No
1191,1,56,Female,Divorced,Y,Research & Development,Manager,5,3,1,28,5,2,4,2,4,19943,18575,92,718,13,1,No,3,4,3,4,4,Technical Degree,2,4,Travel_Rarely,80,No
1192,1,29,Female,Married,Y,Research & Development,Laboratory Technician,1,3,4,10,10,8,0,8,1,3131,26342,54,1401,13,1,No,3,2,3,1,1,Medical,5,6,Travel_Rarely,80,No
1193,1,19,Male,Single,Y,Research & Development,Research Scientist,1,3,1,1,1,1,0,0,1,2552,7172,54,645,25,0,No,4,3,3,3,2,Life Sciences,4,9,Travel_Rarely,80,No
1195,1,45,Female,Married,Y,Research & Development,Research Scientist,1,3,3,7,3,2,0,2,4,4477,20100,83,1457,19,1,Yes,3,1,2,3,3,Medical,2,7,Travel_Rarely,80,No
1196,1,37,Female,Married,Y,Research & Development,Manufacturing Director,2,2,4,14,14,8,3,11,1,6474,9961,56,977,13,1,No,3,4,2,2,3,Life Sciences,2,1,Travel_Rarely,80,No
1198,1,20,Male,Single,Y,Research & Development,Laboratory Technician,1,2,3,2,2,2,1,2,1,3033,12828,87,805,12,0,No,3,1,2,1,3,Life Sciences,2,3,Travel_Rarely,80,No
1200,1,44,Male,Single,Y,Research & Development,Research Scientist,1,3,3,6,6,4,0,2,1,2936,10826,96,1097,11,0,Yes,3,3,3,3,4,Life Sciences,4,10,Travel_Rarely,80,Yes
1201,1,53,Female,Divorced,Y,Research & Development,Manager,5,3,3,26,7,7,4,7,3,18606,18640,50,1223,18,1,No,3,4,3,2,2,Medical,6,7,Travel_Rarely,80,No
1202,1,29,Female,Married,Y,Research & Development,Research Scientist,1,1,4,6,5,4,1,3,0,2168,26933,69,942,18,1,Yes,3,2,2,1,1,Life Sciences,2,15,Travel_Rarely,80,No
1203,1,22,Male,Married,Y,Research & Development,Research Scientist,1,2,4,1,0,0,0,0,0,2853,4223,48,1256,11,1,Yes,3,3,3,2,4,Life Sciences,5,3,Travel_Frequently,80,Yes
1204,1,46,Female,Married,Y,Sales,Manager,4,3,1,28,26,15,15,9,8,17048,24097,69,1402,23,0,No,4,3,3,1,3,Marketing,2,2,Travel_Rarely,80,No
1206,1,44,Male,Single,Y,Research & Development,Research Scientist,1,1,3,6,0,0,0,0,2,2290,4279,74,111,13,0,No,3,4,3,4,3,Life Sciences,3,17,Non-Travel,80,No
1207,1,33,Male,Married,Y,Human Resources,Human Resources,1,3,3,5,5,4,1,4,1,3600,8429,99,147,13,1,No,3,2,3,4,3,Human Resources,2,2,Travel_Rarely,80,No
1210,1,41,Male,Divorced,Y,Research & Development,Research Scientist,1,2,1,5,1,0,0,0,6,2107,20293,95,906,17,1,No,3,1,1,1,2,Life Sciences,2,5,Non-Travel,80,Yes
1211,1,30,Male,Divorced,Y,Sales,Sales Executive,2,3,1,8,4,3,0,3,8,4115,13192,61,1329,19,3,No,3,3,3,3,4,Life Sciences,3,29,Travel_Rarely,80,No
1212,1,40,Male,Married,Y,Sales,Sales Executive,2,3,2,5,0,0,0,0,5,4327,25440,62,1184,12,3,No,3,2,3,4,4,Medical,2,2,Travel_Frequently,80,No
1215,1,50,Female,Married,Y,Research & Development,Manager,4,3,1,32,2,2,2,2,2,17856,9490,30,1421,22,1,No,4,4,3,3,3,Medical,3,2,Travel_Frequently,80,No
1216,1,28,Male,Married,Y,Research & Development,Laboratory Technician,1,2,1,6,6,5,3,3,1,3196,12449,78,1179,12,3,No,3,4,3,3,4,Medical,2,19,Travel_Rarely,80,No
1217,1,46,Male,Married,Y,Research & Development,Research Director,5,3,2,25,4,2,0,3,5,19081,10849,52,1450,11,1,No,3,4,3,1,2,Life Sciences,2,15,Travel_Rarely,80,No
1218,1,35,Male,Married,Y,Sales,Sales Executive,2,3,1,15,7,7,1,7,3,8966,21026,94,1361,15,3,Yes,3,3,3,4,4,Life Sciences,2,17,Travel_Rarely,80,No
1219,1,24,Female,Married,Y,Research & Development,Laboratory Technician,1,3,2,1,1,0,0,0,1,2210,3372,97,984,13,1,No,3,4,1,1,2,Life Sciences,3,17,Travel_Rarely,80,Yes
1220,1,33,Female,Married,Y,Sales,Sales Executive,2,3,3,10,10,7,0,1,1,4539,4905,82,1146,12,1,No,3,2,2,1,3,Medical,3,25,Travel_Frequently,80,No
1221,1,36,Male,Divorced,Y,Research & Development,Laboratory Technician,1,1,3,7,7,7,1,7,1,2741,6865,60,917,14,1,No,3,3,3,3,4,Life Sciences,4,6,Travel_Rarely,80,No
1224,1,30,Male,Divorced,Y,Research & Development,Laboratory Technician,2,3,3,10,10,7,8,9,1,3491,11309,49,853,13,3,No,3,3,2,1,4,Life Sciences,4,7,Travel_Rarely,80,No
1225,1,44,Male,Single,Y,Research & Development,Research Scientist,2,3,4,20,20,11,13,17,1,4541,7744,32,200,25,0,No,4,4,3,2,4,Other,3,29,Travel_Rarely,80,No
1226,1,20,Male,Single,Y,Sales,Sales Representative,1,4,4,2,2,1,2,2,1,2678,5050,43,654,17,0,No,3,3,3,4,3,Marketing,2,21,Travel_Rarely,80,No
1228,1,46,Male,Divorced,Y,Research & Development,Manufacturing Director,2,3,4,12,6,3,1,4,2,7379,17433,60,150,11,1,No,3,4,2,3,4,Technical Degree,3,2,Travel_Rarely,80,No
1231,1,42,Male,Married,Y,Human Resources,Human Resources,2,4,1,10,4,3,0,3,7,6272,12858,79,179,16,1,No,3,4,4,1,5,Medical,3,2,Non-Travel,80,No
1233,1,60,Male,Divorced,Y,Sales,Sales Executive,2,4,4,12,11,7,1,9,0,5220,10893,52,696,18,1,Yes,3,2,3,2,4,Marketing,3,7,Travel_Rarely,80,No
1234,1,32,Female,Married,Y,Research & Development,Laboratory Technician,1,2,2,2,2,2,2,2,1,2743,7331,77,116,20,1,No,4,3,3,3,3,Other,2,13,Travel_Frequently,80,No
1235,1,32,Female,Single,Y,Research & Development,Research Scientist,2,3,3,10,8,7,0,7,4,4998,2338,38,1316,14,0,Yes,3,4,3,4,2,Life Sciences,2,2,Travel_Frequently,80,No
1237,1,36,Female,Divorced,Y,Research & Development,Manufacturing Director,3,1,1,17,7,7,7,7,2,10252,4235,77,363,21,1,Yes,4,3,3,3,3,Technical Degree,2,1,Travel_Rarely,80,No
1238,1,33,Male,Married,Y,Research & Development,Research Scientist,1,3,4,15,14,10,4,10,0,2781,6311,60,117,13,1,No,3,1,3,2,3,Medical,5,9,Travel_Rarely,80,No
1239,1,40,Female,Divorced,Y,Sales,Sales Executive,2,2,2,7,5,1,1,3,7,6852,11591,84,107,12,1,No,3,2,4,2,3,Technical Degree,2,10,Travel_Rarely,80,No
1240,1,25,Male,Single,Y,Sales,Sales Executive,2,3,4,5,4,3,1,1,0,4950,20623,57,1356,14,0,No,3,3,3,2,4,Life Sciences,4,10,Travel_Rarely,80,No
1241,1,30,Male,Married,Y,Research & Development,Research Scientist,1,3,2,12,11,9,5,7,0,3579,9369,63,1465,21,1,Yes,4,4,3,1,3,Medical,2,1,Travel_Rarely,80,No
1242,1,42,Female,Married,Y,Research & Development,Research Director,3,3,1,20,1,0,0,0,3,13191,23281,60,458,17,0,Yes,3,1,3,3,5,Medical,6,26,Travel_Frequently,80,No
1243,1,35,Female,Married,Y,Sales,Sales Executive,3,2,4,16,13,2,4,12,4,10377,13755,78,1212,11,1,Yes,3,3,2,2,2,Marketing,6,8,Non-Travel,80,No
1244,1,27,Male,Married,Y,Research & Development,Research Scientist,1,3,1,9,9,7,6,8,1,2235,14377,42,1103,14,2,Yes,3,1,2,4,3,Life Sciences,3,14,Travel_Rarely,80,No
1245,1,54,Female,Divorced,Y,Research & Development,Manufacturing Director,3,3,3,33,5,4,1,4,7,10502,9659,53,966,17,1,No,3,4,1,1,4,Life Sciences,2,1,Travel_Frequently,80,No
1246,1,44,Female,Married,Y,Research & Development,Research Scientist,1,4,4,10,10,5,7,7,1,2011,19982,72,1117,13,1,No,3,1,3,4,1,Life Sciences,5,2,Travel_Rarely,80,No
1248,1,19,Female,Single,Y,Research & Development,Research Scientist,1,2,2,1,1,1,0,0,1,1859,6148,96,504,25,0,Yes,4,1,4,2,3,Medical,2,10,Non-Travel,80,Yes
1249,1,29,Female,Divorced,Y,Research & Development,Research Scientist,1,3,4,3,3,2,1,2,1,3760,5598,97,1010,15,3,No,3,1,3,1,3,Life Sciences,5,1,Travel_Rarely,80,No
1250,1,54,Male,Married,Y,Research & Development,Research Director,4,3,4,36,10,9,0,9,3,17779,23474,85,685,14,0,No,3,4,3,1,3,Life Sciences,2,3,Travel_Rarely,80,No
1251,1,31,Male,Married,Y,Research & Development,Healthcare Representative,2,3,1,6,6,5,0,1,1,6833,17089,80,1332,12,0,Yes,3,3,2,4,2,Medical,2,11,Travel_Rarely,80,No
1252,1,31,Female,Single,Y,Research & Development,Healthcare Representative,2,2,1,10,10,9,1,8,1,6812,17198,96,1062,19,0,No,3,3,3,2,3,Medical,2,24,Travel_Rarely,80,No
1254,1,59,Female,Single,Y,Sales,Sales Executive,2,2,4,13,6,1,0,5,5,5171,16490,48,326,17,0,No,3,3,3,4,3,Life Sciences,2,3,Travel_Rarely,80,No
1255,1,43,Male,Married,Y,Research & Development,Research Director,5,1,4,25,8,7,0,7,3,19740,18625,96,920,14,1,No,3,3,3,2,3,Life Sciences,2,3,Travel_Rarely,80,No
1256,1,49,Male,Married,Y,Research & Development,Manager,5,2,3,23,1,0,0,0,2,18711,12124,85,1098,13,1,No,3,1,4,3,2,Medical,2,4,Travel_Rarely,80,No
1257,1,36,Male,Married,Y,Research & Development,Research Scientist,1,3,2,12,11,10,0,7,1,3692,9256,46,469,12,0,No,3,3,2,3,3,Technical Degree,2,3,Travel_Frequently,80,No
1258,1,48,Male,Single,Y,Research & Development,Laboratory Technician,1,4,2,7,1,0,0,0,5,2559,16620,76,969,11,0,No,3,4,2,3,2,Technical Degree,4,2,Travel_Rarely,80,No
1259,1,27,Male,Divorced,Y,Research & Development,Research Scientist,1,3,3,5,5,3,0,3,1,2517,3208,76,1167,11,3,No,3,1,3,2,2,Life Sciences,2,4,Travel_Rarely,80,No
1260,1,29,Male,Divorced,Y,Research & Development,Healthcare Representative,2,3,4,6,6,0,1,0,1,6623,4204,82,1329,11,2,Yes,3,3,3,2,3,Life Sciences,2,7,Travel_Rarely,80,No
1263,1,48,Male,Single,Y,Research & Development,Research Director,5,2,4,25,1,0,0,0,6,18265,8733,76,715,12,0,No,3,4,4,3,3,Life Sciences,3,1,Travel_Rarely,80,No
1264,1,29,Female,Divorced,Y,Research & Development,Research Director,4,2,4,9,7,7,1,7,3,16124,3423,87,694,14,2,No,3,4,2,2,3,Life Sciences,2,1,Travel_Rarely,80,No
1265,1,34,Female,Married,Y,Research & Development,Research Scientist,1,4,3,2,1,0,0,0,0,2585,21643,89,1320,17,0,No,3,3,2,4,3,Technical Degree,5,20,Travel_Rarely,80,No
1267,1,44,Male,Married,Y,Sales,Manager,5,3,2,26,22,9,3,10,7,18213,8751,88,1099,11,1,No,3,2,3,3,3,Marketing,5,5,Travel_Rarely,80,No
1268,1,33,Male,Divorced,Y,Sales,Sales Executive,3,4,3,10,9,8,0,8,0,8380,21708,82,536,14,2,Yes,3,4,3,4,5,Marketing,3,10,Travel_Rarely,80,No
1269,1,19,Female,Single,Y,Research & Development,Research Scientist,1,4,4,1,1,0,0,1,1,2994,21221,57,265,12,0,Yes,3,2,3,4,3,Life Sciences,2,25,Travel_Rarely,80,No
1270,1,23,Male,Married,Y,Research & Development,Research Scientist,1,3,3,1,1,0,0,1,1,1223,16901,47,373,22,1,No,4,4,3,4,2,Life Sciences,2,1,Travel_Rarely,80,No
1273,1,25,Male,Single,Y,Sales,Sales Representative,1,1,4,1,1,0,1,0,1,1118,8040,73,599,14,0,Yes,3,3,3,4,1,Life Sciences,4,24,Travel_Frequently,80,Yes
1275,1,26,Male,Single,Y,Research & Development,Research Scientist,1,3,4,8,8,5,2,2,1,2875,9973,53,583,20,0,Yes,4,3,2,2,2,Life Sciences,2,4,Travel_Rarely,80,No
1277,1,45,Female,Single,Y,Sales,Manager,5,1,2,26,24,10,1,11,2,18824,2493,94,1449,16,0,Yes,3,1,3,1,3,Marketing,2,2,Travel_Rarely,80,Yes
1278,1,55,Male,Divorced,Y,Research & Development,Healthcare Representative,4,2,2,34,33,9,15,0,1,13577,25592,37,177,15,1,Yes,3,4,3,4,1,Medical,3,8,Non-Travel,80,No
1279,1,21,Female,Single,Y,Research & Development,Laboratory Technician,1,2,3,2,2,2,2,2,1,2625,25308,45,251,20,0,No,4,1,1,3,2,Life Sciences,2,10,Travel_Frequently,80,Yes
1280,1,46,Female,Married,Y,Sales,Manager,5,2,2,26,11,4,0,8,2,18789,9946,33,168,14,1,No,3,4,3,3,2,Marketing,2,4,Travel_Rarely,80,No
1281,1,34,Female,Single,Y,Sales,Sales Executive,2,3,1,4,3,2,0,2,0,4538,6039,86,131,12,0,Yes,3,3,3,4,3,Marketing,3,2,Travel_Rarely,80,No
1282,1,51,Male,Divorced,Y,Sales,Manager,5,3,2,31,29,10,11,10,4,19847,19196,83,237,24,1,Yes,4,4,2,1,3,Life Sciences,5,9,Travel_Frequently,80,No
1283,1,59,Male,Single,Y,Research & Development,Manufacturing Director,3,3,4,25,9,7,5,4,6,10512,20002,67,1429,12,0,No,3,4,2,4,4,Medical,6,18,Travel_Rarely,80,No
1285,1,34,Female,Divorced,Y,Research & Development,Laboratory Technician,2,3,2,15,11,8,5,10,4,4444,22534,46,135,13,2,No,3,3,4,3,3,Medical,2,19,Travel_Frequently,80,No
1286,1,28,Male,Single,Y,Research & Development,Laboratory Technician,1,3,3,5,4,2,0,2,0,2154,6842,44,791,11,0,Yes,3,4,2,3,4,Medical,2,1,Travel_Frequently,80,No
1288,1,44,Male,Divorced,Y,Research & Development,Manager,5,4,1,26,25,9,14,13,1,19190,17477,92,1199,14,2,No,3,3,2,4,2,Life Sciences,4,4,Travel_Rarely,80,No
1289,1,34,Male,Married,Y,Human Resources,Human Resources,2,2,2,14,10,9,1,8,4,4490,21833,56,648,11,2,No,3,3,4,4,3,Life Sciences,5,11,Travel_Frequently,80,No
1291,1,35,Male,Married,Y,Research & Development,Research Scientist,1,3,3,4,3,2,2,2,0,3506,6020,66,735,14,0,Yes,3,3,3,4,1,Life Sciences,3,6,Travel_Rarely,80,No
1292,1,42,Female,Married,Y,Research & Development,Research Scientist,2,4,2,18,1,0,0,0,6,2372,5628,78,603,16,0,Yes,3,2,3,4,4,Medical,2,7,Travel_Rarely,80,No
1293,1,43,Female,Single,Y,Sales,Sales Executive,3,2,4,23,21,7,15,17,3,10231,20364,56,531,14,0,No,3,4,4,4,4,Marketing,3,4,Travel_Rarely,80,No
1294,1,36,Female,Single,Y,Research & Development,Manufacturing Director,2,3,2,18,16,14,5,12,9,5410,2323,53,429,11,0,Yes,3,3,3,4,4,Life Sciences,2,2,Travel_Rarely,80,No
1295,1,44,Female,Married,Y,Research & Development,Healthcare Representative,3,3,4,10,10,7,0,5,1,7978,14075,73,621,11,1,No,3,1,3,4,3,Medical,2,15,Travel_Rarely,80,Yes
1296,1,28,Male,Married,Y,Research & Development,Laboratory Technician,1,2,4,2,2,2,2,2,1,3867,14222,52,193,12,1,Yes,3,4,3,2,3,Life Sciences,2,2,Travel_Frequently,80,No
1297,1,51,Female,Single,Y,Research & Development,Laboratory Technician,1,2,3,8,7,0,7,7,0,2838,4257,40,968,14,0,No,3,2,2,2,2,Medical,6,6,Travel_Frequently,80,No
1298,1,30,Female,Single,Y,Research & Development,Manufacturing Director,2,3,3,10,8,4,1,7,7,4695,12858,72,879,18,0,Yes,3,3,3,3,2,Medical,3,9,Non-Travel,80,No
1299,1,29,Female,Divorced,Y,Research & Development,Laboratory Technician,1,3,3,10,7,7,7,7,3,3339,17285,39,806,13,2,Yes,3,2,3,1,3,Technical Degree,2,7,Travel_Rarely,80,Yes
1301,1,28,Male,Single,Y,Research & Development,Research Scientist,1,3,1,5,3,2,1,2,2,2080,4732,84,640,11,0,No,3,4,2,2,3,Technical Degree,2,1,Travel_Rarely,80,No
1303,1,25,Female,Single,Y,Research & Development,Research Scientist,1,3,2,2,2,2,2,1,1,2096,18830,40,266,18,0,No,3,4,2,4,3,Medical,3,1,Travel_Rarely,80,No
1304,1,32,Male,Married,Y,Sales,Sales Executive,2,4,4,10,10,7,0,8,1,6209,11693,56,604,15,2,No,3,3,4,3,3,Medical,4,8,Travel_Rarely,80,No
1306,1,45,Female,Single,Y,Research & Development,Manager,5,3,2,22,0,0,0,0,3,18061,13035,83,364,22,0,No,4,2,3,3,3,Medical,4,25,Travel_Frequently,80,No
1307,1,39,Female,Divorced,Y,Research & Development,Manager,4,2,2,21,19,9,15,2,6,17123,17334,94,412,13,2,Yes,3,3,3,4,4,Medical,4,13,Travel_Rarely,80,No
1308,1,58,Male,Divorced,Y,Research & Development,Research Scientist,1,3,3,2,2,2,2,2,1,2372,26076,88,848,12,2,No,3,1,3,4,4,Life Sciences,3,23,Travel_Rarely,80,No
1309,1,32,Male,Married,Y,Research & Development,Laboratory Technician,2,3,3,10,10,4,1,1,1,4883,22845,79,1089,18,1,No,3,4,3,1,2,Life Sciences,3,7,Travel_Rarely,80,Yes
1310,1,39,Male,Single,Y,Research & Development,Research Scientist,1,3,1,6,5,2,0,3,0,3904,22154,93,360,13,0,No,3,3,3,1,3,Medical,2,23,Travel_Rarely,80,Yes
1311,1,30,Female,Married,Y,Research & Development,Laboratory Technician,2,2,4,10,9,2,6,7,0,4627,23631,48,1138,12,1,No,3,1,3,1,3,Technical Degree,6,6,Travel_Rarely,80,No
1312,1,36,Female,Married,Y,Research & Development,Healthcare Representative,3,3,3,10,7,7,1,7,3,7094,5747,63,325,12,0,No,3,4,3,1,4,Technical Degree,0,10,Travel_Rarely,80,No
1314,1,46,Female,Single,Y,Human Resources,Human Resources,1,3,1,10,7,6,5,7,6,3423,22957,44,991,12,0,No,3,4,4,3,2,Life Sciences,3,1,Travel_Rarely,80,No
1315,1,28,Female,Married,Y,Research & Development,Laboratory Technician,2,1,4,10,9,8,7,5,0,6674,16392,55,1476,11,3,No,3,3,3,1,3,Life Sciences,6,1,Non-Travel,80,No
1317,1,50,Female,Married,Y,Research & Development,Research Director,4,3,1,25,3,2,1,2,4,16880,22422,43,1322,11,0,Yes,3,4,3,2,3,Life Sciences,2,28,Travel_Rarely,80,No
1318,1,40,Male,Single,Y,Sales,Sales Executive,3,2,2,9,5,4,1,0,2,9094,17235,57,299,12,0,Yes,3,4,3,3,4,Marketing,2,25,Travel_Rarely,80,Yes
1319,1,52,Male,Single,Y,Sales,Sales Executive,3,3,2,10,8,7,7,7,9,8446,21534,64,1030,19,0,Yes,3,2,2,3,3,Life Sciences,2,5,Travel_Rarely,80,Yes
1321,1,30,Female,Married,Y,Research & Development,Manager,3,3,1,9,9,1,0,8,1,11916,25927,95,634,23,2,Yes,4,2,3,4,4,Medical,2,17,Travel_Rarely,80,No
1322,1,39,Male,Single,Y,Research & Development,Manufacturing Director,2,3,3,9,8,7,1,7,0,4534,13352,32,524,11,0,No,3,1,3,1,2,Life Sciences,6,18,Travel_Rarely,80,No
1324,1,31,Female,Divorced,Y,Sales,Sales Executive,3,3,3,10,10,8,9,6,1,9852,8935,57,587,19,1,Yes,3,4,2,1,4,Life Sciences,5,2,Non-Travel,80,No
1329,1,41,Male,Single,Y,Sales,Sales Executive,2,1,2,19,19,2,11,9,1,6151,22074,40,256,13,0,No,3,3,3,1,2,Medical,4,10,Non-Travel,80,No
1331,1,31,Female,Single,Y,Sales,Sales Representative,1,3,2,3,3,2,2,2,1,2302,8319,54,1060,11,0,Yes,3,4,4,1,3,Life Sciences,2,1,Travel_Frequently,80,Yes
1333,1,44,Male,Married,Y,Research & Development,Laboratory Technician,1,3,1,10,3,2,1,2,4,2362,14669,89,935,12,0,No,3,1,4,3,3,Life Sciences,4,3,Travel_Rarely,80,Yes
1334,1,42,Male,Married,Y,Research & Development,Manager,4,3,3,21,20,8,2,10,0,17861,26582,37,495,13,0,Yes,3,3,2,4,1,Life Sciences,3,2,Non-Travel,80,No
1336,1,55,Female,Married,Y,Research & Development,Manager,5,1,3,23,19,9,9,11,4,19187,6992,58,282,14,1,No,3,4,3,4,2,Medical,5,2,Travel_Rarely,80,No
1338,1,56,Male,Single,Y,Human Resources,Manager,5,3,2,36,7,3,7,7,6,19717,4022,99,206,14,0,No,3,4,3,1,4,Life Sciences,4,8,Travel_Rarely,80,No
1340,1,40,Male,Divorced,Y,Research & Development,Research Scientist,1,3,3,6,4,2,0,0,9,3544,8532,74,458,16,1,No,3,3,3,2,2,Life Sciences,0,16,Non-Travel,80,No
1344,1,34,Male,Divorced,Y,Research & Development,Healthcare Representative,3,3,4,10,9,7,1,6,0,8500,5494,86,943,11,1,No,3,4,2,4,3,Life Sciences,0,9,Travel_Rarely,80,No
1346,1,40,Male,Single,Y,Research & Development,Research Scientist,2,3,4,9,9,8,8,8,1,4661,22455,98,523,13,0,No,3,3,3,3,3,Life Sciences,4,2,Travel_Rarely,80,No
1349,1,41,Female,Divorced,Y,Sales,Sales Executive,2,3,1,10,9,3,1,7,0,4103,4297,66,1018,17,1,No,3,3,3,4,3,Marketing,2,1,Travel_Frequently,80,No
1350,1,35,Male,Single,Y,Research & Development,Research Scientist,2,3,3,9,9,6,1,1,1,4249,2690,87,482,11,0,Yes,3,3,3,2,4,Life Sciences,3,4,Travel_Frequently,80,No
1352,1,51,Male,Divorced,Y,Human Resources,Manager,4,3,2,33,33,9,0,10,1,14026,17588,84,770,11,1,Yes,3,3,3,2,3,Life Sciences,2,5,Travel_Rarely,80,No
1355,1,38,Female,Divorced,Y,Sales,Sales Executive,2,3,1,11,7,7,1,7,3,6893,19461,31,1009,15,1,No,3,2,3,4,2,Life Sciences,3,2,Travel_Rarely,80,No
1356,1,34,Female,Single,Y,Sales,Sales Executive,2,3,1,10,10,8,9,6,1,6125,23553,66,507,12,0,No,3,3,4,4,2,Medical,6,15,Travel_Rarely,80,No
1358,1,25,Male,Married,Y,Research & Development,Laboratory Technician,1,3,4,7,3,2,1,2,3,3669,9075,67,882,11,3,No,3,4,2,3,1,Medical,6,19,Travel_Rarely,80,No
1360,1,58,Female,Married,Y,Research & Development,Manufacturing Director,3,2,1,31,10,9,5,9,7,10008,12023,53,601,14,0,Yes,3,3,2,4,4,Medical,0,7,Travel_Rarely,80,Yes
1361,1,40,Male,Married,Y,Research & Development,Laboratory Technician,1,3,2,7,4,2,0,3,3,2387,6762,88,329,22,1,No,4,2,3,3,4,Life Sciences,3,1,Travel_Rarely,80,No
1362,1,36,Female,Married,Y,Sales,Sales Executive,2,4,1,17,15,7,6,13,2,4639,2261,83,607,16,1,No,3,1,2,4,3,Marketing,2,7,Travel_Frequently,80,No
1363,1,48,Male,Single,Y,Research & Development,Manufacturing Director,3,3,4,11,10,9,0,8,1,7898,18706,54,855,11,0,No,3,4,3,3,3,Life Sciences,2,4,Travel_Rarely,80,No
1364,1,27,Female,Married,Y,Sales,Sales Representative,1,4,4,5,1,0,0,0,8,2534,6527,98,1291,14,1,No,3,3,3,2,3,Medical,4,11,Travel_Rarely,80,No
1367,1,51,Female,Single,Y,Research & Development,Manufacturing Director,4,2,2,29,5,2,0,3,3,13142,24439,82,1405,16,0,No,3,4,2,2,2,Technical Degree,1,11,Travel_Rarely,80,No
1368,1,18,Female,Single,Y,Research & Development,Laboratory Technician,1,3,4,0,0,0,0,0,1,1611,19305,97,1124,15,0,No,3,4,4,3,3,Life Sciences,5,1,Non-Travel,80,No
1369,1,35,Female,Married,Y,Research & Development,Laboratory Technician,2,2,4,10,9,7,0,0,0,5363,10846,60,817,12,1,No,3,4,3,2,3,Medical,0,1,Travel_Rarely,80,No
1371,1,27,Male,Single,Y,Sales,Sales Executive,2,1,4,8,6,2,0,0,3,5071,20392,43,793,20,0,No,4,4,3,2,1,Life Sciences,3,2,Travel_Frequently,80,No
1372,1,55,Male,Single,Y,Sales,Sales Executive,4,4,3,24,19,7,3,8,6,13695,9277,85,267,17,0,Yes,3,1,2,3,4,Marketing,2,13,Travel_Rarely,80,Yes
1373,1,56,Male,Married,Y,Research & Development,Manufacturing Director,4,3,2,33,19,16,15,9,4,13402,18235,68,1369,12,1,Yes,3,4,3,1,3,Life Sciences,0,23,Travel_Rarely,80,No
