EmployeeNumber,Age,Gender,MaritalStatus,BusinessTravel,Education,EducationField,Department,JobRole,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,NumCompaniesWorked,DistanceFromHome,TrainingTimesLastYear,JobLevel,MonthlyIncome,MonthlyRate,DailyRate,HourlyRate,PercentSalaryHike,StockOptionLevel,PerformanceRating,JobInvolvement,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,RelationshipSatisfaction,Attrition,OverTime
1268,33,Male,Divorced,Travel_Rarely,5,Marketing,Sales,"Sales Executive",10,9,8,0,8,0,10,3,3,8380,21708,536,82,14,2,3,4,3,4,3,4,No,Yes
1269,19,Female,Single,Travel_Rarely,3,"Life Sciences","Research & Development","Research Scientist",1,1,0,0,1,1,25,2,1,2994,21221,265,57,12,0,3,4,4,2,3,4,No,Yes
1270,23,Male,Married,Travel_Rarely,2,"Life Sciences","Research & Development","Research Scientist",1,1,0,0,1,1,1,2,1,1223,16901,373,47,22,1,4,3,3,4,3,4,No,No
1273,25,Male,Single,Travel_Frequently,1,"Life Sciences",Sales,"Sales Representative",1,1,0,1,0,1,24,4,1,1118,8040,599,73,14,0,3,1,4,3,3,4,Yes,Yes
1275,26,Male,Single,Travel_Rarely,2,"Life Sciences","Research & Development","Research Scientist",8,8,5,2,2,1,4,2,1,2875,9973,583,53,20,0,4,3,4,3,2,2,No,Yes
1277,45,Female,Single,Travel_Rarely,3,Marketing,Sales,Manager,26,24,10,1,11,2,2,2,5,18824,2493,1449,94,16,0,3,1,2,1,3,1,Yes,Yes
1278,55,Male,Divorced,Non-Travel,1,Medical,"Research & Development","Healthcare Representative",34,33,9,15,0,1,8,3,4,13577,25592,177,37,15,1,3,2,2,4,3,4,No,Yes
1279,21,Female,Single,Travel_Frequently,2,"Life Sciences","Research & Development","Laboratory Technician",2,2,2,2,2,1,10,2,1,2625,25308,251,45,20,0,4,2,3,1,1,3,Yes,No
1280,46,Female,Married,Travel_Rarely,2,Marketing,Sales,Manager,26,11,4,0,8,2,4,2,5,18789,9946,168,33,14,1,3,2,2,4,3,3,No,No
1281,34,Female,Single,Travel_Rarely,3,Marketing,Sales,"Sales Executive",4,3,2,0,2,0,2,3,2,4538,6039,131,86,12,0,3,3,1,3,3,4,No,Yes
1282,51,Male,Divorced,Travel_Frequently,3,"Life Sciences",Sales,Manager,31,29,10,11,10,4,9,5,5,19847,19196,237,83,24,1,4,3,2,4,2,1,No,Yes
1283,59,Male,Single,Travel_Rarely,4,Medical,"Research & Development","Manufacturing Director",25,9,7,5,4,6,18,6,3,10512,20002,1429,67,12,0,3,3,4,4,2,4,No,No
1285,34,Female,Divorced,Travel_Frequently,3,Medical,"Research & Development","Laboratory Technician",15,11,8,5,10,4,19,2,2,4444,22534,135,46,13,2,3,3,2,3,4,3,No,No
1286,28,Male,Single,Travel_Frequently,4,Medical,"Research & Development","Laboratory Technician",5,4,2,0,2,0,1,2,1,2154,6842,791,44,11,0,3,3,3,4,2,3,No,Yes
1288,44,Male,Divorced,Travel_Rarely,2,"Life Sciences","Research & Development",Manager,26,25,9,14,13,1,4,4,5,19190,17477,1199,92,14,2,3,4,1,3,2,4,No,No
1289,34,Male,Married,Travel_Frequently,3,"Life Sciences","Human Resources","Human Resources",14,10,9,1,8,4,11,5,2,4490,21833,648,56,11,2,3,2,2,3,4,4,No,No
1291,35,Male,Married,Travel_Rarely,1,"Life Sciences","Research & Development","Research Scientist",4,3,2,2,2,0,6,3,1,3506,6020,735,66,14,0,3,3,3,3,3,4,No,Yes
1292,42,Female,Married,Travel_Rarely,4,Medical,"Research & Development","Research Scientist",18,1,0,0,0,6,7,2,2,2372,5628,603,78,16,0,3,4,2,2,3,4,No,Yes
1293,43,Female,Single,Travel_Rarely,4,Marketing,Sales,"Sales Executive",23,21,7,15,17,3,4,3,3,10231,20364,531,56,14,0,3,2,4,4,4,4,No,No
1294,36,Female,Single,Travel_Rarely,4,"Life Sciences","Research & Development","Manufacturing Director",18,16,14,5,12,9,2,2,2,5410,2323,429,53,11,0,3,3,2,3,3,4,No,Yes
1295,44,Female,Married,Travel_Rarely,3,Medical,"Research & Development","Healthcare Representative",10,10,7,0,5,1,15,2,3,7978,14075,621,73,11,1,3,3,4,1,3,4,Yes,No
1296,28,Male,Married,Travel_Frequently,3,"Life Sciences","Research & Development","Laboratory Technician",2,2,2,2,2,1,2,2,1,3867,14222,193,52,12,1,3,2,4,4,3,2,No,Yes
1297,51,Female,Single,Travel_Frequently,2,Medical,"Research & Development","Laboratory Technician",8,7,0,7,7,0,6,6,1,2838,4257,968,40,14,0,3,2,3,2,2,2,No,No
1298,30,Female,Single,Non-Travel,2,Medical,"Research & Development","Manufacturing Director",10,8,4,1,7,7,9,3,2,4695,12858,879,72,18,0,3,3,3,3,3,3,No,Yes
1299,29,Female,Divorced,Travel_Rarely,3,"Technical Degree","Research & Development","Laboratory Technician",10,7,7,7,7,3,7,2,1,3339,17285,806,39,13,2,3,3,3,2,3,1,Yes,Yes
1301,28,Male,Single,Travel_Rarely,3,"Technical Degree","Research & Development","Research Scientist",5,3,2,1,2,2,1,2,1,2080,4732,640,84,11,0,3,3,1,4,2,2,No,No
1303,25,Female,Single,Travel_Rarely,3,Medical,"Research & Development","Research Scientist",2,2,2,2,1,1,1,3,1,2096,18830,266,40,18,0,3,3,2,4,2,4,No,No
1304,32,Male,Married,Travel_Rarely,3,Medical,Sales,"Sales Executive",10,10,7,0,8,1,8,4,2,6209,11693,604,56,15,2,3,4,4,3,4,3,No,No
1306,45,Female,Single,Travel_Frequently,3,Medical,"Research & Development",Manager,22,0,0,0,0,3,25,4,5,18061,13035,364,83,22,0,4,3,2,2,3,3,No,No
1307,39,Female,Divorced,Travel_Rarely,4,Medical,"Research & Development",Manager,21,19,9,15,2,6,13,4,4,17123,17334,412,94,13,2,3,2,2,3,3,4,No,Yes
1308,58,Male,Divorced,Travel_Rarely,4,"Life Sciences","Research & Development","Research Scientist",2,2,2,2,2,1,23,3,1,2372,26076,848,88,12,2,3,3,3,1,3,4,No,No
1309,32,Male,Married,Travel_Rarely,2,"Life Sciences","Research & Development","Laboratory Technician",10,10,4,1,1,1,7,3,2,4883,22845,1089,79,18,1,3,3,3,4,3,1,Yes,No
1310,39,Male,Single,Travel_Rarely,3,Medical,"Research & Development","Research Scientist",6,5,2,0,3,0,23,2,1,3904,22154,360,93,13,0,3,3,1,3,3,1,Yes,No
1311,30,Female,Married,Travel_Rarely,3,"Technical Degree","Research & Development","Laboratory Technician",10,9,2,6,7,0,6,6,2,4627,23631,1138,48,12,1,3,2,4,1,3,1,No,No
1312,36,Female,Married,Travel_Rarely,4,"Technical Degree","Research & Development","Healthcare Representative",10,7,7,1,7,3,10,0,3,7094,5747,325,63,12,0,3,3,3,4,3,1,No,No
1314,46,Female,Single,Travel_Rarely,2,"Life Sciences","Human Resources","Human Resources",10,7,6,5,7,6,1,3,1,3423,22957,991,44,12,0,3,3,1,4,4,3,No,No
1315,28,Female,Married,Non-Travel,3,"Life Sciences","Research & Development","Laboratory Technician",10,9,8,7,5,0,1,6,2,6674,16392,1476,55,11,3,3,1,4,3,3,1,No,No
1317,50,Female,Married,Travel_Rarely,3,"Life Sciences","Research & Development","Research Director",25,3,2,1,2,4,28,2,4,16880,22422,1322,43,11,0,3,3,1,4,3,2,No,Yes
1318,40,Male,Single,Travel_Rarely,4,Marketing,Sales,"Sales Executive",9,5,4,1,0,2,25,2,3,9094,17235,299,57,12,0,3,2,2,4,3,3,Yes,Yes
1319,52,Male,Single,Travel_Rarely,3,"Life Sciences",Sales,"Sales Executive",10,8,7,7,7,9,5,2,3,8446,21534,1030,64,19,0,3,3,2,2,2,3,Yes,Yes
1321,30,Female,Married,Travel_Rarely,4,Medical,"Research & Development",Manager,9,9,1,0,8,1,17,2,3,11916,25927,634,95,23,2,4,3,1,2,3,4,No,Yes
1322,39,Male,Single,Travel_Rarely,2,"Life Sciences","Research & Development","Manufacturing Director",9,8,7,1,7,0,18,6,2,4534,13352,524,32,11,0,3,3,3,1,3,1,No,No
1324,31,Female,Divorced,Non-Travel,4,"Life Sciences",Sales,"Sales Executive",10,10,8,9,6,1,2,5,3,9852,8935,587,57,19,1,3,3,3,4,2,1,No,Yes
1329,41,Male,Single,Non-Travel,2,Medical,Sales,"Sales Executive",19,19,2,11,9,1,10,4,2,6151,22074,256,40,13,0,3,1,2,3,3,1,No,No
1331,31,Female,Single,Travel_Frequently,3,"Life Sciences",Sales,"Sales Representative",3,3,2,2,2,1,1,2,1,2302,8319,1060,54,11,0,3,3,2,4,4,1,Yes,Yes
1333,44,Male,Married,Travel_Rarely,3,"Life Sciences","Research & Development","Laboratory Technician",10,3,2,1,2,4,3,4,1,2362,14669,935,89,12,0,3,3,1,1,4,3,Yes,No
1334,42,Male,Married,Non-Travel,1,"Life Sciences","Research & Development",Manager,21,20,8,2,10,0,2,3,4,17861,26582,495,37,13,0,3,3,3,3,2,4,No,Yes
1336,55,Female,Married,Travel_Rarely,2,Medical,"Research & Development",Manager,23,19,9,9,11,4,2,5,5,19187,6992,282,58,14,1,3,1,3,4,3,4,No,No
1338,56,Male,Single,Travel_Rarely,4,"Life Sciences","Human Resources",Manager,36,7,3,7,7,6,8,4,5,19717,4022,206,99,14,0,3,3,2,4,3,1,No,No
1340,40,Male,Divorced,Non-Travel,2,"Life Sciences","Research & Development","Research Scientist",6,4,2,0,0,9,16,0,1,3544,8532,458,74,16,1,3,3,3,3,3,2,No,No
1344,34,Male,Divorced,Travel_Rarely,3,"Life Sciences","Research & Development","Healthcare Representative",10,9,7,1,6,0,9,0,3,8500,5494,943,86,11,1,3,3,4,4,2,4,No,No
1346,40,Male,Single,Travel_Rarely,3,"Life Sciences","Research & Development","Research Scientist",9,9,8,8,8,1,2,4,2,4661,22455,523,98,13,0,3,3,4,3,3,3,No,No
1349,41,Female,Divorced,Travel_Frequently,3,Marketing,Sales,"Sales Executive",10,9,3,1,7,0,1,2,2,4103,4297,1018,66,17,1,3,3,1,3,3,4,No,No
1350,35,Male,Single,Travel_Frequently,4,"Life Sciences","Research & Development","Research Scientist",9,9,6,1,1,1,4,3,2,4249,2690,482,87,11,0,3,3,3,3,3,2,No,Yes
1352,51,Male,Divorced,Travel_Rarely,3,"Life Sciences","Human Resources",Manager,33,33,9,0,10,1,5,2,4,14026,17588,770,84,11,1,3,3,2,3,3,2,No,Yes
1355,38,Female,Divorced,Travel_Rarely,2,"Life Sciences",Sales,"Sales Executive",11,7,7,1,7,3,2,3,2,6893,19461,1009,31,15,1,3,3,1,2,3,4,No,No
1356,34,Female,Single,Travel_Rarely,2,Medical,Sales,"Sales Executive",10,10,8,9,6,1,15,6,2,6125,23553,507,66,12,0,3,3,1,3,4,4,No,No
1358,25,Male,Married,Travel_Rarely,1,Medical,"Research & Development","Laboratory Technician",7,3,2,1,2,3,19,6,1,3669,9075,882,67,11,3,3,3,4,4,2,3,No,No
1360,58,Female,Married,Travel_Rarely,4,Medical,"Research & Development","Manufacturing Director",31,10,9,5,9,7,7,0,3,10008,12023,601,53,14,0,3,2,1,3,2,4,Yes,Yes
1361,40,Male,Married,Travel_Rarely,4,"Life Sciences","Research & Development","Laboratory Technician",7,4,2,0,3,3,1,3,1,2387,6762,329,88,22,1,4,3,2,2,3,3,No,No
1362,36,Female,Married,Travel_Frequently,3,Marketing,Sales,"Sales Executive",17,15,7,6,13,2,7,2,2,4639,2261,607,83,16,1,3,4,1,1,2,4,No,No
1363,48,Male,Single,Travel_Rarely,3,"Life Sciences","Research & Development","Manufacturing Director",11,10,9,0,8,1,4,2,3,7898,18706,855,54,11,0,3,3,4,4,3,3,No,No
1364,27,Female,Married,Travel_Rarely,3,Medical,Sales,"Sales Representative",5,1,0,0,0,8,11,4,1,2534,6527,1291,98,14,1,3,4,4,3,3,2,No,No
1367,51,Female,Single,Travel_Rarely,2,"Technical Degree","Research & Development","Manufacturing Director",29,5,2,0,3,3,11,1,4,13142,24439,1405,82,16,0,3,2,2,4,2,2,No,No
1368,18,Female,Single,Non-Travel,3,"Life Sciences","Research & Development","Laboratory Technician",0,0,0,0,0,1,1,5,1,1611,19305,1124,97,15,0,3,3,4,4,4,3,No,No
1369,35,Female,Married,Travel_Rarely,3,Medical,"Research & Development","Laboratory Technician",10,9,7,0,0,0,1,0,2,5363,10846,817,60,12,1,3,2,4,4,3,2,No,No
1371,27,Male,Single,Travel_Frequently,1,"Life Sciences",Sales,"Sales Executive",8,6,2,0,0,3,2,3,2,5071,20392,793,43,20,0,4,1,4,4,3,2,No,No
1372,55,Male,Single,Travel_Rarely,4,Marketing,Sales,"Sales Executive",24,19,7,3,8,6,13,2,4,13695,9277,267,85,17,0,3,4,3,1,2,3,Yes,Yes
1373,56,Male,Married,Travel_Rarely,3,"Life Sciences","Research & Development","Manufacturing Director",33,19,16,15,9,4,23,0,4,13402,18235,1369,68,12,1,3,3,2,4,3,1,No,Yes
1374,34,Female,Divorced,Non-Travel,1,"Technical Degree","Research & Development","Research Scientist",5,5,4,0,0,1,26,2,1,2029,15891,999,92,20,3,4,2,3,1,3,3,No,No
1375,40,Female,Divorced,Travel_Rarely,1,Medical,"Research & Development","Healthcare Representative",15,12,11,11,8,5,2,0,2,6377,13888,1202,89,20,3,4,4,3,2,3,2,No,No
1377,34,Male,Married,Travel_Rarely,3,Medical,"Research & Development","Laboratory Technician",10,8,7,7,7,4,29,1,2,5429,17491,285,86,13,2,3,3,3,2,3,1,No,No
1379,31,Female,Single,Travel_Frequently,3,"Life Sciences",Sales,"Sales Representative",3,1,0,0,0,7,2,3,1,2785,11882,703,90,14,0,3,2,4,3,4,3,Yes,No
1380,35,Female,Married,Travel_Frequently,4,Marketing,Sales,"Sales Executive",5,4,2,3,2,0,18,0,2,4614,23288,662,67,18,1,3,3,3,4,2,3,Yes,Yes
1382,38,Male,Divorced,Travel_Frequently,3,"Life Sciences","Research & Development","Research Scientist",4,4,2,0,3,1,7,2,1,2610,15748,693,57,11,3,3,4,3,4,3,4,No,No
1383,34,Female,Single,Travel_Rarely,4,"Technical Degree","Research & Development","Healthcare Representative",14,14,11,4,11,1,2,2,2,6687,6163,404,98,11,0,3,3,4,3,4,4,No,No
1387,28,Male,Married,Travel_Rarely,3,"Life Sciences",Sales,"Sales Executive",5,5,3,0,4,1,26,0,2,4724,24232,736,48,11,1,3,2,1,3,3,3,No,No
1389,31,Male,Married,Travel_Rarely,4,Medical,"Research & Development","Manufacturing Director",10,10,2,6,7,1,22,3,2,6179,21057,330,98,15,2,3,3,3,4,2,4,Yes,Yes
1390,39,Male,Married,Travel_Rarely,4,"Life Sciences",Sales,"Sales Executive",8,5,4,1,4,3,21,2,2,6120,3567,1498,44,12,2,3,2,4,1,4,4,No,Yes
1391,51,Male,Married,Travel_Frequently,3,Marketing,Sales,"Sales Executive",14,4,2,3,2,2,2,5,3,10596,15395,541,52,11,0,3,3,2,2,3,2,No,No
1392,41,Female,Divorced,Travel_Frequently,3,"Life Sciences","Research & Development","Research Scientist",12,6,2,3,3,3,22,4,2,5467,13953,1200,75,14,2,3,3,4,4,2,1,No,Yes
1394,37,Male,Married,Travel_Rarely,1,"Life Sciences","Research & Development","Research Scientist",8,6,4,1,3,7,4,2,1,2996,5182,1439,54,15,0,3,3,3,3,3,4,No,Yes
1395,33,Male,Married,Travel_Frequently,1,"Life Sciences",Sales,"Sales Executive",8,5,4,1,2,6,5,2,2,9998,19293,1111,61,13,0,3,3,4,2,4,1,No,No
1396,32,Male,Married,Travel_Rarely,1,Marketing,Sales,"Sales Executive",4,3,2,1,2,0,2,3,2,4078,20497,499,36,13,3,3,3,2,3,2,1,No,Yes
1397,39,Male,Married,Non-Travel,2,"Life Sciences","Research & Development","Healthcare Representative",13,6,4,0,5,3,25,2,3,10920,3449,1485,71,21,1,4,3,3,3,3,2,No,No
1399,25,Male,Married,Travel_Rarely,1,"Life Sciences",Sales,"Sales Executive",6,3,2,1,2,2,18,3,2,6232,12477,1372,93,11,0,3,4,3,1,2,2,No,No
1401,52,Female,Married,Travel_Frequently,2,Medical,"Research & Development","Manufacturing Director",24,5,3,0,2,2,28,3,4,13247,9731,322,59,11,1,3,4,3,4,2,2,No,Yes
1402,43,Female,Single,Travel_Rarely,3,Medical,"Research & Development","Research Scientist",20,20,7,1,8,1,6,3,2,4081,20003,930,73,14,0,3,2,3,1,1,1,No,Yes
1403,27,Female,Married,Travel_Rarely,3,Marketing,Sales,"Sales Executive",6,6,2,4,4,1,10,3,2,5769,7100,205,98,11,0,3,2,4,4,3,4,No,Yes
1405,27,Female,Single,Travel_Rarely,4,"Life Sciences","Research & Development","Research Scientist",8,8,2,7,7,1,17,2,1,2394,25681,135,51,13,0,3,3,3,4,3,4,Yes,Yes
1407,26,Male,Single,Travel_Rarely,1,Medical,"Research & Development","Research Scientist",5,4,3,1,1,0,2,2,1,3904,4050,683,36,12,0,3,2,4,1,3,4,No,No
1408,42,Female,Married,Travel_Rarely,3,"Human Resources","Human Resources",Manager,21,20,7,0,9,0,10,5,4,16799,16616,1147,31,14,1,3,3,1,3,3,3,No,No
